Name,Age,garbage_disposal,importance_of_clean_surrounding,dental_care,sickness_prevention,clean_nails,message,study_material,likes_learning,learn_with_others,message,touch_private_parts_without_consent,approach_grownup_when_feeling_unsafe,speakup_if_touched_inappropriately,say_no_if_inappropriate_touch,physical_contact_if_uncomfortable,message
Elakshi Zacharia,10,No,Yes,Yes,No,Yes,Proper garbage disposal is important for maintaining cleanliness and preventing pollution. Remember to dispose of garbage properly for a healthier environment.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Ayesha Madan,6,Yes,Yes,Yes,Yes,Yes,Proper garbage disposal is important for maintaining cleanliness and preventing pollution. Remember to dispose of garbage properly for a healthier environment.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Anvi Ranganathan,9,No,Yes,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,Yes,Be your own teacher! Try to learn on your own and never give up.,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Vivaan Gulati,8,No,Yes,No,No,No,Keep your nails clean for good hygiene and overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Amani Zacharia,9,Yes,Yes,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Onkar Lad,8,Yes,Yes,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Trisha Shroff,8,No,No,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Jiya Gopal,8,No,Yes,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,Yes,Yes,Yes,Be your own teacher! Try to learn on your own and never give up.,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Misha Sharma,9,Yes,No,No,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,Yes,Be your own teacher! Try to learn on your own and never give up.,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Anika Lata,9,No,No,No,No,No,Keep your nails clean for good hygiene and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Eva Bhat,10,Yes,No,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Arnav Ganguly,7,Yes,No,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Tarini Wagle,6,Yes,Yes,No,No,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Shlok Chhabra,8,No,No,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Taimur Deshpande,5,Yes,No,No,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,Yes,Be your own teacher! Try to learn on your own and never give up.,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Umang Gaba,5,No,Yes,No,No,No,Keep your nails clean for good hygiene and overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Nirvi Mammen,8,Yes,Yes,No,No,Yes,Take care of your teeth for a healthy smile and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Madhup Raman,7,No,No,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Khushi Chada,7,No,Yes,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,Yes,Be your own teacher! Try to learn on your own and never give up.,Yes,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Ela Kunda,10,No,Yes,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,Yes,Try learning on your own. Don't let your curiosity and willingness to learn go away.,Yes,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Aarush Grover,8,Yes,Yes,Yes,Yes,Yes,Keep your nails clean for good hygiene and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Neysa Verma,8,Yes,Yes,No,Yes,Yes,Take care of your teeth for a healthy smile and overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Hunar Baria,7,Yes,Yes,No,No,No,Keep your nails clean for good hygiene and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Ojas Sibal,10,Yes,Yes,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Neysa Mannan,6,Yes,Yes,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,Yes,Yes,Yes,Be your own teacher! Try to learn on your own and never give up.,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Sana Datta,9,No,No,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,Yes,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,Yes,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Hazel Kumer,7,Yes,No,No,No,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,Yes,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Kabir Gara,6,No,No,No,No,No,Keep your nails clean for good hygiene and overall well-being.,No,No,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,Yes,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Vaibhav Sura,5,Yes,No,Yes,Yes,Yes,A clean environment is important for staying healthy. Remember the importance of cleanliness for overall well-being.,No,Yes,Yes,Try making notes of your own. They would help you understand the concepts even if you do not have study material!,No,Yes,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Hrishita Ramesh,9,Yes,No,Yes,No,No,Keep your nails clean for good hygiene and overall well-being.,No,No,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,Yes,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
Dhanuk Wali,9,Yes,Yes,Yes,Yes,No,Keep your nails clean for good hygiene and overall well-being.,No,Yes,No,Knowledge increases when you share it with others. Make learning enjoyable by studying with your friends.,No,No,No,No,No,It's okay to set boundaries with physical contact. You have the right to feel comfortable and safe.
